isbn,title,series,publisher,subject,subject_detail,grade,grade_min,grade_max,semester,level,price,image_url
9791162732779,용선생 15분 한국사 독해 1 (우리 역사의 시작~삼국 시대),용선생 15분 독해,BRICKS 사회평론,국어,독해/문해력,3,3,6,3,기본 5,11000,http://biblio.booxen.com/IMG_ISBN13/2023/03/9791162732779_L.jpg
9791197407000,"용선생 추론독해 초등 국어 1단계 (1, 2학년 권장)",용선생 추론독해,BRICKS 사회평론,국어,독해/문해력,1,1,2,3,기본 5,11000,http://biblio.booxen.com/IMG_ISBN13/2024/07/9791197407000_L.jpg
9791197407017,"용선생 추론독해 초등 국어 2단계 (2, 3학년 권장)",용선생 추론독해,BRICKS 사회평론,국어,독해/문해력,2,2,3,3,기본 5,11000,http://biblio.booxen.com/IMG_ISBN13/2024/07/9791197407017_L.jpg
9791197407024,"용선생 추론독해 초등 국어 3단계 (3, 4학년 권장)",용선생 추론독해,BRICKS 사회평론,국어,독해/문해력,3,3,4,3,기본 5,12000,http://biblio.booxen.com/IMG_ISBN13/2024/07/9791197407024_L.jpg
9791197407031,"용선생 추론독해 초등 국어 4단계 (4, 5학년 권장)",용선생 추론독해,BRICKS 사회평론,국어,독해/문해력,4,4,5,3,기본 5,12000,http://biblio.booxen.com/IMG_ISBN13/2024/07/9791197407031_L.jpg
9791197407048,"용선생 추론독해 초등 국어 5단계 (5, 6학년 권장)",용선생 추론독해,BRICKS 사회평론,국어,독해/문해력,5,5,6,3,기본 5,12000,http://biblio.booxen.com/IMG_ISBN13/2024/07/9791197407048_L.jpg
9791197407055,"용선생 추론독해 초등 국어 6단계 (6학년, 예비 중등 권장)",용선생 추론독해,BRICKS 사회평론,국어,독해/문해력,6,6,6,3,기본 5,12000,http://biblio.booxen.com/IMG_ISBN13/2024/07/9791197407055_L.jpg
9791162732786,용선생 15분 한국사 독해 2 (남북국 시대~고려 시대),용선생 15분 독해,BRICKS 사회평론,국어,독해/문해력,3,3,6,3,기본 5,11000,http://biblio.booxen.com/IMG_ISBN13/2023/03/9791162732786_L.jpg
9791162732359,용선생 15분 세계사 독해 1: 고대 (초등 독해력을 키우는 세계사 인물 이야기 120!),용선생 15분 독해,BRICKS 사회평론,국어,독해/문해력,3,3,6,3,기본 5,11000,http://biblio.booxen.com/IMG_ISBN13/2022/07/9791162732359_L.jpg
9791162732366,용선생 15분 세계사 독해 2: 중세 (초등 독해력을 키우는 세계사 인물 이야기 120!),용선생 15분 독해,BRICKS 사회평론,국어,독해/문해력,3,3,6,3,기본 5,11000,http://biblio.booxen.com/IMG_ISBN13/2022/07/9791162732366_L.jpg
9791162732373,용선생 15분 세계사 독해 3: 근대 (초등 독해력을 키우는 세계사 인물 이야기 120!),용선생 15분 독해,BRICKS 사회평론,국어,독해/문해력,3,3,6,3,기본 5,11000,http://biblio.booxen.com/IMG_ISBN13/2022/07/9791162732373_L.jpg
9791162732380,용선생 15분 세계사 독해 4: 근·현대 (초등 독해력을 키우는 세계사 인물 이야기 120!),용선생 15분 독해,BRICKS 사회평론,국어,독해/문해력,3,3,6,3,기본 5,11000,http://biblio.booxen.com/IMG_ISBN13/2022/07/9791162732380_L.jpg
9791162732809,용선생 15분 한국사 독해 4 (개항기~현대),용선생 15분 독해,BRICKS 사회평론,국어,독해/문해력,3,3,6,3,기본 5,11000,http://biblio.booxen.com/IMG_ISBN13/2023/03/9791162732809_L.jpg
9791162732793,용선생 15분 한국사 독해 3 (조선 시대),용선생 15분 독해,BRICKS 사회평론,국어,독해/문해력,3,3,6,3,기본 5,11000,http://biblio.booxen.com/IMG_ISBN13/2023/03/9791162732793_L.jpg
9788954759687,ERI 독해가 문해력이다 3단계 기본 (초등 3~4학년 권장),EBS 초등 ERI 독해가 문해력이다,EBS,국어,독해/문해력,3,3,4,3,기본 4,12000,http://biblio.booxen.com/IMG_ISBN13/2022/03/9788954759687_L.jpg
9788954755863,EBS랑 홈스쿨 초등 영어 초등 영독해 Level 1(2025) (집에서 즐겁게 공부하는 초등 영어),EBS랑 홈스쿨 초등 영어,EBS,영어,독해,3,3,3,3,기본 2,7200,http://biblio.booxen.com/IMG_ISBN13/2022/04/9788954755863_L.jpg
9788954755870,EBS랑 홈스쿨 초등 영어 초등 영독해 Level 2(2025) (집에서 즐겁게 공부하는 초등 영어),EBS랑 홈스쿨 초등 영어,EBS,영어,독해,4,4,4,3,기본 2,7200,http://biblio.booxen.com/IMG_ISBN13/2022/04/9788954755870_L.jpg
9788954755887,EBS랑 홈스쿨 초등 영어 초등 영독해 Level 3(2025) (집에서 즐겁게 공부하는 초등 영어),EBS랑 홈스쿨 초등 영어,EBS,영어,독해,5,5,5,3,기본 2,7200,http://biblio.booxen.com/IMG_ISBN13/2022/04/9788954755887_L.jpg
9788954761598,MY VOCA COACH 중학 입문(2025) (중학 필수 영단어 40일 단기 완성),MY VOCA COACH 중학,EBS,영어,어휘,7,7,7,3,중위 3,11000,http://biblio.booxen.com/IMG_ISBN13/2022/04/9788954761598_L.jpg
9788954761604,MY VOCA COACH 중학 기본(2025) (중학 필수 영단어 40일 단기 완성),MY VOCA COACH 중학,EBS,영어,어휘,8,8,8,3,중위 5,11000,http://biblio.booxen.com/IMG_ISBN13/2022/04/9788954761604_L.jpg
9788954761611,MY VOCA COACH 중학 실력(2025) (중학 필수 영단어 40일 단기 완성),MY VOCA COACH 중학,EBS,영어,어휘,9,9,9,3,상위 2,11000,http://biblio.booxen.com/IMG_ISBN13/2022/04/9788954761611_L.jpg
9788954761628,MY GRAMMAR COACH 기초편 (개념 잡는 중학 영문법),MY GRAMMAR COACH,EBS,영어,문법,7,7,7,3,중위 3,9000,http://biblio.booxen.com/IMG_ISBN13/2022/04/9788954761628_L.jpg
9788954761635,MY GRAMMAR COACH 표준편 (개념 잡는 중학 영문법),MY GRAMMAR COACH,EBS,영어,문법,8,8,8,3,중위 4,13000,http://biblio.booxen.com/IMG_ISBN13/2022/04/9788954761635_L.jpg
9788954770767,EBS 중학 영어듣기 능력평가 완벽대비 중2 (전국 시도교육청 주관 영어듣기능력평가 실전대비서),EBS 중학 영어듣기 능력평가 완벽대비,EBS,영어,듣기,8,8,8,3,중위 2,10500,http://biblio.booxen.com/IMG_ISBN13/2022/12/9788954770767_L.jpg
9788954770750,EBS 중학 영어듣기 능력평가 완벽대비 중1 (전국 시도교육청 주관 영어듣기능력평가 실전대비서),EBS 중학 영어듣기 능력평가 완벽대비,EBS,영어,듣기,7,7,7,3,중위 2,10500,http://biblio.booxen.com/IMG_ISBN13/2022/12/9788954770750_L.jpg
9788954770774,EBS 중학 영어듣기 능력평가 완벽대비 중3 (전국 시도교육청 주관 영어듣기능력평가 실전대비서),EBS 중학 영어듣기 능력평가 완벽대비,EBS,영어,듣기,9,9,9,3,중위 2,10500,http://biblio.booxen.com/IMG_ISBN13/2022/12/9788954770774_L.jpg
9788954782210,"EBS랑 홈스쿨 초등 필수 영단어 Level 2 (2022 개정 교육과정, 교육부지정필수800단어+펭수이미지연상학습+MP3 QR+영한/한영 랜덤 테스트기+따라쓰기 워크시트)",EBS랑 홈스쿨 초등 영어,EBS,영어,어휘,5,5,5,3,기본 2,13000,http://biblio.booxen.com/IMG_ISBN13/2024/02/9788954782210_L.jpg
9788954771047,EBS 초등 ERI 독해가 문해력이다 2단계 심화(2025) (문해력은 EBS),EBS 초등 ERI 독해가 문해력이다,EBS,국어,독해/문해력,2,2,2,3,기본 4,13500,http://biblio.booxen.com/IMG_ISBN13/2024/01/9788954771047_L.jpg
9788954778527,중학 수능특강 영어듣기 (미리 준비하는 중학생을 위한),EBS 중학 수능특강,EBS,영어,듣기,8,8,9,3,상위 1,14500,http://biblio.booxen.com/IMG_ISBN13/2023/12/9788954778527_L.jpg
9788954771016,"EBS 초등 ERI 독해가 문해력이다 1단계 기본(2025) (초등 1~2학년 권장, 문해력은 EBS)",EBS 초등 ERI 독해가 문해력이다,EBS,국어,독해/문해력,1,1,2,3,기본 4,13500,http://biblio.booxen.com/IMG_ISBN13/2023/08/9788954771016_L.jpg
9788954771030,"EBS 초등 ERI 독해가 문해력이다 2단계 기본(2025) (초등 2~3학년 권장, 문해력은 EBS)",EBS 초등 ERI 독해가 문해력이다,EBS,국어,독해/문해력,2,2,3,3,기본 4,13500,http://biblio.booxen.com/IMG_ISBN13/2023/08/9788954771030_L.jpg
9788954771009,EBS 초등 ERI 독해가 문해력이다 P단계(2025) (문해력은 EBS),EBS 초등 ERI 독해가 문해력이다,EBS,국어,독해/문해력,1,1,1,3,기본 4,13500,http://biblio.booxen.com/IMG_ISBN13/2023/08/9788954771009_L.jpg
9788954787000,EBS 어휘가 독해다! 중학 국어 어휘 (2025년) (중학 국어 교과서 필수 어휘 총정리),EBS 어휘가 독해다,EBS,국어,독해/문해력,7,7,9,3,기본 4,14500,http://biblio.booxen.com/IMG_ISBN13/2024/11/9788954787000_L.jpg
9788954785877,"EBS 고등예비과정 공통영어 (2025년) (2022 개정 교육과정, 고등학교 입문서)",EBS 고등예비과정,EBS,영어,영어,9,9,9,3,기본 1,12500,http://biblio.booxen.com/IMG_ISBN13/2024/08/9788954785877_L.jpg
9788954785860,"EBS 중학 신입생 예비과정 수학 (2025년) (2022 개정 교육과정, 예비 중1을 위한 내신 대비서)",EBS 중학 뉴런,EBS,수학,수학,6,6,7,3,중위 2,10000,http://biblio.booxen.com/IMG_ISBN13/2024/08/9788954785860_L.jpg
9788954785853,"EBS 중학 신입생 예비과정 영어 (2025년) (2022 개정 교육과정, 예비 중1을 위한 내신 대비서)",EBS 중학 신입생 예비과정,EBS,영어,영어,6,6,7,3,기본 1,10000,http://biblio.booxen.com/IMG_ISBN13/2024/08/9788954785853_L.jpg
9788954787291,"EBS Step by Step 초등 영문법, 독해의 힘! LEVEL 1 (기초 문장 학습으로 문법과 독해를 한 번에!)","Step by Step 초등 영어, 독해의 힘!",EBS,영어,문법,3,3,5,3,기본 3,14000,http://biblio.booxen.com/IMG_ISBN13/2024/12/9788954787291_L.jpg
9788954787307,"EBS Step by Step 초등 영문법, 독해의 힘! LEVEL 2 (기초 문장 학습으로 문법과 독해를 한 번에!)","EBS Step by Step 초등 영구문/영문법, 독해의 힘!",EBS,영어,문법,4,4,4,3,기본 4,14000,http://biblio.booxen.com/IMG_ISBN13/2024/12/9788954787307_L.jpg
9788954787314,"EBS Step by Step 초등 영문법, 독해의 힘! LEVEL 3 (기초 문장 학습으로 문법과 독해를 한 번에!)","Step by Step 초등 영어, 독해의 힘!",EBS,영어,문법,3,3,5,3,기본 5,14000,http://biblio.booxen.com/IMG_ISBN13/2024/12/9788954787314_L.jpg
9788954787321,"EBS Step by Step 초등 영문법, 독해의 힘! LEVEL 4 (기초 문장 학습으로 문법과 독해를 한 번에!)","Step by Step 초등 영어, 독해의 힘!",EBS,영어,문법,3,3,5,3,기본 5,14000,http://biblio.booxen.com/IMG_ISBN13/2024/12/9788954787321_L.jpg
9788954788533,"EBS 만점왕 연산 6단계(초등 3학년)(2025) (2022 개정 교육과정, 초등 3학년 권장)",EBS 만점왕 연산,EBS,수학,연산,3,3,3,1,기본 1,9500,http://biblio.booxen.com/IMG_ISBN13/2024/12/9788954788533_L.jpg
9788954788526,"EBS 만점왕 연산 5단계(초등 3학년)(2025) (2022 개정 교육과정, 초등 3학년 권장)",EBS 만점왕 연산,EBS,수학,연산,3,3,3,1,기본 1,9500,http://biblio.booxen.com/IMG_ISBN13/2024/12/9788954788526_L.jpg
9788954788540,"EBS 만점왕 연산 7단계(초등 4학년)(2025) (2022 개정 교육과정, 초등 4학년 권장)",EBS 만점왕 연산,EBS,수학,연산,4,4,4,1,기본 1,9500,http://biblio.booxen.com/IMG_ISBN13/2024/12/9788954788540_L.jpg
9788954788557,"EBS 만점왕 연산 8단계(초등 4학년)(2025) (2022 개정 교육과정, 초등 4학년 권장)",EBS 만점왕 연산,EBS,수학,연산,4,4,4,1,기본 1,9500,http://biblio.booxen.com/IMG_ISBN13/2024/12/9788954788557_L.jpg
9788954779685,"EBS 만점왕 수학 플러스 1-1(2025) (2022 개정 교육과정, 교과서 기본과 응용문제를 한 번에 잡는 교과서 기본+응용)",EBS 만점왕 플러스,EBS,수학,수학,1,1,1,1,상위 2,14000,http://biblio.booxen.com/IMG_ISBN13/2024/01/9788954779685_L.jpg
9788954788502,EBS 만점왕 수학 플러스 3-1 (2025년) (교과서 기본과 응용 문제를 한 번에 잡는 교과서 기본 + 응용),EBS 만점왕 플러스,EBS,수학,수학,3,3,3,1,상위 2,16000,http://biblio.booxen.com/IMG_ISBN13/2024/12/9788954788502_L.jpg
9788954788519,EBS 만점왕 수학 플러스 4-1 (2025년) (교과서 기본과 응용 문제를 한 번에 잡는 교과서 기본 + 응용),EBS 만점왕 플러스,EBS,수학,수학,4,4,4,1,상위 2,16000,http://biblio.booxen.com/IMG_ISBN13/2024/12/9788954788519_L.jpg
9788954777926,EBS 초등 수해력 도형·측정 4단계(초등 4학년 권장) (잘 틀리는 부분을 확실하게 잡아 주는 수학 원리 강화 응용서),EBS 초등 수해력 도형·측정,EBS,수학,도형,4,4,4,1,기본 2,12500,http://biblio.booxen.com/IMG_ISBN13/2023/10/9788954777926_L.jpg
9788954759731,ERI 독해가 문해력이다 5단계 심화 (초등 5~6학년 권장),EBS 초등 ERI 독해가 문해력이다,EBS,국어,독해/문해력,5,5,6,3,기본 4,12000,http://biblio.booxen.com/IMG_ISBN13/2022/04/9788954759731_L.jpg
9788954778596,"EBS 어휘가 독해다! 초등 한자 어휘 1단계 (초등 1~2학년 권장, 공부가 쉬워지는 초등 어휘 학습서)",EBS 어휘가 독해다,EBS,국어,독해/문해력,1,1,2,1,기본 4,12000,http://biblio.booxen.com/IMG_ISBN13/2023/11/9788954778596_L.jpg
9788954755788,EBS 참 쉬운 급수 한자 8급(2025) (한자능력검정시험 대비),☆급수한자,EBS,국어,한자,2,2,2,3,기본 3,7500,http://biblio.booxen.com/IMG_ISBN13/2022/04/9788954755788_L.jpg
9788954778602,"EBS 어휘가 독해다! 초등 한자 어휘 2단계: 초등1~2학년 (초등 1~2학년 권장, 공부가 쉬워지는 초등 어휘 학습서)",EBS 어휘가 독해다,EBS,국어,독해/문해력,1,1,2,1,기본 4,12000,http://biblio.booxen.com/IMG_ISBN13/2023/11/9788954778602_L.jpg
9788954778619,"EBS 어휘가 독해다! 초등 한자 어휘 3단계 (초등 3~4학년 권장, 공부가 쉬워지는 초등 어휘 학습서)",EBS 어휘가 독해다,EBS,국어,독해/문해력,3,3,4,1,기본 4,12000,http://biblio.booxen.com/IMG_ISBN13/2023/11/9788954778619_L.jpg
9788954783125,EBS 어휘가 문해력이다 초등 국어 1-1 (교과서 어휘 완성),EBS 어휘가 문해력이다,EBS,국어,독해/문해력,1,1,1,1,기본 4,11000,http://biblio.booxen.com/IMG_ISBN13/2024/03/9788954783125_L.jpg
9788954789202,"EBS 중학 뉴런 국어 1 (2025년) (2022 개정 교육과정, EBS 중학 대표 기본서)",EBS 중학 뉴런,EBS,국어,국어,7,7,7,1,중위 2,19000,http://biblio.booxen.com/IMG_ISBN13/2025/01/9788954789202_L.jpg
9788954789233,"EBS 중학 뉴런 과학 1 (2025년) (2022 개정 교육과정, EBS 중학 대표 기본서)",EBS 중학 뉴런,EBS,과학,과학,7,7,7,1,중위 2,17000,http://biblio.booxen.com/IMG_ISBN13/2025/01/9788954789233_L.jpg
9788954759694,ERI 독해가 문해력이다 3단계 심화 (초등 3~4학년 권장),EBS 초등 ERI 독해가 문해력이다,EBS,국어,독해/문해력,3,3,4,3,기본 4,12000,http://biblio.booxen.com/IMG_ISBN13/2022/03/9788954759694_L.jpg
9788954762267,배경지식이 문해력이다 4단계: 초등 4~5학년 권장 (초등 4~5학년 권장 / EBS 당신의 문해력 시리즈),EBS 배경지식이 문해력이다,EBS,국어,독해/문해력,4,4,5,3,기본 4,13000,http://biblio.booxen.com/IMG_ISBN13/2022/04/9788954762267_L.jpg
9788954783132,EBS 어휘가 문해력이다 초등 국어 2-1 (교과서 어휘 완성),EBS 어휘가 문해력이다,EBS,국어,독해/문해력,2,2,2,1,기본 4,11000,http://biblio.booxen.com/IMG_ISBN13/2024/03/9788954783132_L.jpg
9788954776257,EBS 문해력 등급 평가 초등 2학년(봉투) (내 문해력은 2학년 상위 몇 %일까?),EBS 문해력 등급 평가,EBS,국어,독해/문해력,2,2,2,1,중위 1,10500,http://biblio.booxen.com/IMG_ISBN13/2023/05/9788954776257_L.jpg
9788954776271,EBS 문해력 등급 평가 초등 4학년(봉투) (내 문해력은 4학년 상위 몇 %일까?),EBS 문해력 등급 평가,EBS,국어,독해/문해력,4,4,4,1,중위 1,10500,http://biblio.booxen.com/IMG_ISBN13/2023/05/9788954776271_L.jpg
9788954785648,"EBS 만점왕 수학 플러스 초등 2-2(2025) (2022 개정 교육과정, 교과서 기본과 응용문제를 한 번에 잡는 교과서 기본+응용)",EBS 만점왕 플러스,EBS,수학,수학,2,2,2,2,상위 2,15000,http://biblio.booxen.com/IMG_ISBN13/2024/07/9788954785648_L.jpg
9788954777896,EBS 초등 수해력 도형·측정 1단계(초등 1학년 권장) (잘 틀리는 부분을 확실하게 잡아 주는 수학 원리 강화 응용서),EBS 초등 수해력 도형·측정,EBS,수학,도형,1,1,1,1,기본 2,12500,http://biblio.booxen.com/IMG_ISBN13/2023/09/9788954777896_L.jpg
9788954783118,EBS 초등 어휘가 문해력이다: P단계 (예비 초등 교과서 어휘 완성),EBS 어휘가 문해력이다,EBS,국어,독해/문해력,1,1,1,1,기본 4,11000,http://biblio.booxen.com/IMG_ISBN13/2024/03/9788954783118_L.jpg
9788954762496,쓰기가 문해력이다 3단계 (초등 3~4학년 권장),EBS 쓰기가 문해력이다,EBS,국어,독해/문해력,3,3,4,1,기본 4,9000,http://biblio.booxen.com/IMG_ISBN13/2022/04/9788954762496_L.jpg
9788954779708,"EBS 만점왕 연산 Pre 1단계(예비 초등)(2025) (2022 개정 교육과정, 예비 초등 권장)",EBS 만점왕 연산,EBS,수학,연산,1,1,1,1,기본 1,9500,http://biblio.booxen.com/IMG_ISBN13/2024/01/9788954779708_L.jpg
9788954777827,EBS 초등 수해력 수·연산 1단계(초등 1학년 권장) (잘 틀리는 부분을 확실하게 잡아 주는 수학 원리 강화 응용서),EBS 초등 수해력 수·연산,EBS,수학,연산,1,1,1,1,기본 1,12500,http://biblio.booxen.com/IMG_ISBN13/2023/09/9788954777827_L.jpg
9788954789868,"EBS Step by Step 초등 영구문, 독해의 힘! LEVEL 3 (기초 문장 학습으로 구문과 독해를 한 번에!)","Step by Step 초등 영어, 독해의 힘!",EBS,영어,문법,5,5,6,3,기본 5,14000,http://biblio.booxen.com/IMG_ISBN13/2025/02/9788954789868_L.jpg
9788954789851,"EBS Step by Step 초등 영구문, 독해의 힘! LEVEL 2 (기초 문장 학습으로 구문과 독해를 한 번에!)","EBS Step by Step 초등 영구문/영문법, 독해의 힘!",EBS,영어,문법,4,4,4,3,기본 4,14000,http://biblio.booxen.com/IMG_ISBN13/2025/02/9788954789851_L.jpg
9788954789844,"EBS Step by Step 초등 영구문, 독해의 힘! LEVEL 1 (기초 문장 학습으로 구문과 독해를 한 번에!)","Step by Step 초등 영어, 독해의 힘!",EBS,영어,문법,5,5,6,3,기본 3,14000,http://biblio.booxen.com/IMG_ISBN13/2025/02/9788954789844_L.jpg
9788954790413,"EBS 실수하지 않는 만능 구구단 (2022 개정 교육과정, 평생 가는 기초 실력)",EBS 실수하지 않는 만능 구구단,EBS,수학,연산,2,2,2,1,기본 1,11500,http://biblio.booxen.com/IMG_ISBN13/2025/02/9788954790413_L.jpg
9788954762472,쓰기가 문해력이다 1단계 (초등 1~2학년 권장),EBS 쓰기가 문해력이다,EBS,국어,독해/문해력,1,1,2,1,기본 4,9000,http://biblio.booxen.com/IMG_ISBN13/2022/04/9788954762472_L.jpg
9788954762236,배경지식이 문해력이다 1단계: 초등 1~2학년 권장 (초등 1~2학년 권장 / EBS 당신의 문해력 시리즈),EBS 배경지식이 문해력이다,EBS,국어,독해/문해력,1,1,1,3,기본 4,13000,http://biblio.booxen.com/IMG_ISBN13/2022/04/9788954762236_L.jpg
9788954790611,EBS 필독 중학 국어 문법 (2025년) (수능까지 잡는 중학 국어 문법),EBS 필독 중학 국어,EBS,국어,국어,7,7,9,1,상위 2,15000,http://biblio.booxen.com/IMG_ISBN13/2025/03/9788954790611_L.jpg
9788954790628,EBS 필독 중학 국어 문법 완성 2000제 (2025년) (풍부한 문항으로 탄탄하게 완성하는 국어 문법),EBS 필독 중학 국어,EBS,국어,국어,7,7,9,1,상위 4,17500,http://biblio.booxen.com/IMG_ISBN13/2025/03/9788954790628_L.jpg
9788954791427,"EBS 어휘가 문해력이다 초등 4학년 1학기 (2022 개정 교육과정, 교과서 어휘 완성)",EBS 어휘가 문해력이다,EBS,국어,독해/문해력,4,4,4,1,기본 4,11500,http://biblio.booxen.com/IMG_ISBN13/2025/03/9788954791427_L.jpg
9788954791410,"EBS 어휘가 문해력이다 초등 3학년 1학기 (2022 개정 교육과정, 교과서 어휘 완성)",EBS 어휘가 문해력이다,EBS,국어,독해/문해력,3,3,3,1,기본 4,11500,http://biblio.booxen.com/IMG_ISBN13/2025/03/9788954791410_L.jpg
9788954762243,배경지식이 문해력이다 2단계: 초등 2~3학년 권장 (초등 2~3학년 권장 / EBS 당신의 문해력 시리즈),EBS 배경지식이 문해력이다,EBS,국어,독해/문해력,2,2,2,3,기본 4,13000,http://biblio.booxen.com/IMG_ISBN13/2022/04/9788954762243_L.jpg
9788954778626,"EBS 어휘가 독해다! 초등 한자 어휘 4단계: 초등3~4학년 (초등 3~4학년 권장, 공부가 쉬워지는 초등 어휘 학습서)",EBS 어휘가 독해다,EBS,국어,독해/문해력,3,3,4,1,기본 4,12000,http://biblio.booxen.com/IMG_ISBN13/2023/11/9788954778626_L.jpg
9788954759700,ERI 독해가 문해력이다 4단계 기본 (초등 4~5학년 권장),EBS 초등 ERI 독해가 문해력이다,EBS,국어,독해/문해력,4,4,5,3,기본 4,12000,http://biblio.booxen.com/IMG_ISBN13/2022/03/9788954759700_L.jpg
9788954791892,"EBS 수학 마스터 개념 α(알파) 중학 수학 2-1 (2026년) (2022 개정 교육과정, 기본을 다지는 첫 개념 학습서)",EBS 수학 마스터,EBS,수학,수학,8,8,8,1,중위 4,15500,http://biblio.booxen.com/IMG_ISBN13/2025/04/9788954791892_L.jpg
9788954791908,"EBS 수학 마스터 유형 β(베타) 중학 수학 2-1 (2026년) (2022 개정 교육과정, 체계적인 문제 해결 학습서)",EBS 수학 마스터,EBS,수학,수학,8,8,8,1,중위 4,15500,http://biblio.booxen.com/IMG_ISBN13/2025/04/9788954791908_L.jpg
9788954791915,"EBS 수학 마스터 고난도 Σ(시그마) 중학 수학 2-1 (2026년) (2022 개정 교육과정, 중학 수학 내신 만점 실력서)",EBS 수학 마스터,EBS,수학,수학,8,8,8,1,중위 4,13500,http://biblio.booxen.com/IMG_ISBN13/2025/04/9788954791915_L.jpg
9788954762489,쓰기가 문해력이다 2단계 (초등 2~3학년 권장),EBS 쓰기가 문해력이다,EBS,국어,독해/문해력,2,2,3,1,기본 4,9000,http://biblio.booxen.com/IMG_ISBN13/2022/04/9788954762489_L.jpg
9788954779661,어휘가 독해다! 초등 국어 어휘 1단계(초등1~2학년)(2025) (2022 개정 교육과정),EBS 어휘가 독해다,EBS,국어,독해/문해력,1,1,2,3,기본 4,11500,http://biblio.booxen.com/IMG_ISBN13/2023/12/9788954779661_L.jpg
9788954779760,"4주 완성 독해력 1단계(초등1~2학년)(2025) (하루 4쪽, 20일 동안 읽고 익히고 쓰면서 완성하는 종합 독해력!)",4주 완성 독해력,EBS,국어,독해/문해력,1,1,2,3,기본 2,10500,http://biblio.booxen.com/IMG_ISBN13/2023/12/9788954779760_L.jpg
9788954779692,"EBS 만점왕 수학 플러스 2-1(2025) (2022 개정 교육과정, 교과서 기본과 응용문제를 한 번에 잡는 교과서 기본+응용)",EBS 만점왕 플러스,EBS,수학,수학,2,2,2,1,상위 2,15000,http://biblio.booxen.com/IMG_ISBN13/2024/01/9788954779692_L.jpg
9788954755894,EBS랑 홈스쿨 초등 영어 초등 영문법 1(2025) (집에서 즐겁게 공부하는 초등 영어),EBS랑 홈스쿨 초등 영어,EBS,영어,문법,3,3,3,3,기본 2,7200,http://biblio.booxen.com/IMG_ISBN13/2022/03/9788954755894_L.jpg
9788954778688,EBS 초등 영어듣기평가 완벽대비 5-2(2025) (듣고 쓰고 말하며 한 권으로 완성하는),EBS 초등 영어듣기평가 완벽대비,EBS,영어,듣기,5,5,5,2,기본 4,13000,http://biblio.booxen.com/IMG_ISBN13/2023/11/9788954778688_L.jpg
9788954777865,EBS 초등 수해력 수·연산 5단계(초등 5학년 권장) (잘 틀리는 부분을 확실하게 잡아 주는 수학 원리 강화 응용서),EBS 초등 수해력 수·연산,EBS,수학,연산,5,5,5,1,기본 1,12500,http://biblio.booxen.com/IMG_ISBN13/2023/10/9788954777865_L.jpg
9788954762519,쓰기가 문해력이다 5단계 (초등 5~6학년 권장),EBS 쓰기가 문해력이다,EBS,국어,독해/문해력,5,5,6,1,기본 4,9000,http://biblio.booxen.com/IMG_ISBN13/2022/04/9788954762519_L.jpg
9788954786331,어휘가 독해다! 초등 국어 어휘 3단계: 초등3~4학년(2025) (2022 개정 교육과정),EBS 어휘가 독해다,EBS,국어,독해/문해력,3,3,4,3,기본 4,12500,http://biblio.booxen.com/IMG_ISBN13/2024/10/9788954786331_L.jpg
9788954787109,"EBS 어휘가 문해력이다 중학 1학년 1학기 (2022 개정 교육과정, 교과서 어휘 완성)",EBS 어휘가 문해력이다,EBS,국어,독해/문해력,7,7,7,1,기본 4,11500,http://biblio.booxen.com/IMG_ISBN13/2024/11/9788954787109_L.jpg
9788954762465,쓰기가 문해력이다 P단계 (예비 초등~초등 1학년 권장),EBS 쓰기가 문해력이다,EBS,국어,독해/문해력,1,1,1,1,기본 4,9000,http://biblio.booxen.com/IMG_ISBN13/2022/04/9788954762465_L.jpg
9788954792233,"EBS 초등 기본서 만점왕 국어 1-2 (2025년) (2022 개정 교육과정, 예습·복습·숙제까지 해결되는 교과서 완전 학습서)",EBS 만점왕,EBS,국어,국어,1,1,1,2,기본 4,15500,http://biblio.booxen.com/IMG_ISBN13/2025/06/9788954792233_L.jpg
9788954793575,"EBS 만점왕 수학 플러스 초등 3-2(2025) (2022 개정 교육과정, 교과서 기본과 응용 문제를 한 번에 잡는 교과서 기본 + 응용)",EBS 만점왕 플러스,EBS,수학,수학,3,3,3,2,상위 2,16000,http://biblio.booxen.com/IMG_ISBN13/2025/07/9788954793575_L.jpg
9788954793582,"EBS 만점왕 수학 플러스 초등 4-2(2025) (2022 개정 교육과정, 교과서 기본과 응용문제를 한 번에 잡는 교과서 기본+응용)",EBS 만점왕 플러스,EBS,수학,수학,4,4,4,2,상위 2,16000,http://biblio.booxen.com/IMG_ISBN13/2025/07/9788954793582_L.jpg
9788954777902,EBS 초등 수해력 도형·측정 2단계(초등 2학년 권장) (잘 틀리는 부분을 확실하게 잡아 주는 수학 원리 강화 응용서),EBS 초등 수해력 도형·측정,EBS,수학,도형,2,2,2,1,기본 2,12500,http://biblio.booxen.com/IMG_ISBN13/2023/09/9788954777902_L.jpg
9788954793247,EBS 기초 영문법 1 (미리 완성하는 중학 기초 영문법),EBS 기초 영문법/영독해,EBS,영어,문법,5,5,5,3,기본 5,14000,http://biblio.booxen.com/IMG_ISBN13/2025/07/9788954793247_L.jpg
9788954793254,EBS 기초 영문법 2 (미리 완성하는 중학 기초 영문법),EBS 기초 영문법/영독해,EBS,영어,문법,6,6,6,3,기본 5,14000,http://biblio.booxen.com/IMG_ISBN13/2025/07/9788954793254_L.jpg
